Ned_ID,IR_detection,id,goal,feedback
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1849, y = -0.0005, z = 0.2776
roll = -2.899, pitch = 1.446, yaw = -2.872"
Ned2 n.1,1,reload_point,"[0.0441, 0.2917, 0.2168, 3.135, 1.132, -3.078]","x = 0.0694, y = 0.2826, z = 0.2259
roll = 3.064, pitch = 1.148, yaw = 3.097"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2155, y = 0.3000, z = 0.1746
roll = -3.088, pitch = 1.155, yaw = -3.067"
Ned2 n.1,1,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2149, y = 0.2978, z = 0.1542
roll = -3.011, pitch = 1.099, yaw = -3.005"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2228, y = 0.2975, z = 0.1647
roll = -3.055, pitch = 1.138, yaw = -3.048"
Ned2 n.1,1,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2493, y = 0.2701, z = 0.1607
roll = 1.670, pitch = 1.495, yaw = -3.080"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1812, y = 0.0007, z = 0.2849
roll = -2.878, pitch = 1.450, yaw = -2.826"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1770, y = -0.0002, z = 0.2881
roll = -2.833, pitch = 1.458, yaw = -2.794"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1784, y = -0.0004, z = 0.2862
roll = -2.871, pitch = 1.450, yaw = -2.844"
Ned2 n.1,1,Build_point_1,"[-0.0628, -0.3349, 0.1343, 2.988, 1.481, -3.1]","x = -0.0628, y = -0.3345, z = 0.1368
roll = 2.938, pitch = 1.480, yaw = 3.111"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1801, y = -0.0154, z = 0.2861
roll = -2.825, pitch = 1.454, yaw = -2.878"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1770, y = -0.0006, z = 0.2881
roll = -2.815, pitch = 1.458, yaw = -2.783"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2288, y = 0.2862, z = 0.1833
roll = -3.072, pitch = 1.147, yaw = -3.046"
Ned2 n.1,1,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2177, y = 0.2975, z = 0.1599
roll = -3.015, pitch = 1.099, yaw = -2.998"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2178, y = 0.2974, z = 0.1565
roll = -3.041, pitch = 1.108, yaw = -3.046"
Ned2 n.1,1,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2499, y = 0.2697, z = 0.1604
roll = 1.603, pitch = 1.502, yaw = -3.099"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1876, y = 0.0054, z = 0.2829
roll = -2.931, pitch = 1.441, yaw = -2.837"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1771, y = -0.0005, z = 0.2881
roll = -2.828, pitch = 1.460, yaw = -2.791"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1836, y = -0.0002, z = 0.2789
roll = -2.898, pitch = 1.446, yaw = -2.870"
Ned2 n.1,1,Build_point_2,"[-0.0269, -0.3314, 0.1455, 1.227, 1.566, 1.272]","x = -0.0261, y = -0.3310, z = 0.1509
roll = 2.149, pitch = 1.564, yaw = 2.170"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1789, y = -0.0120, z = 0.2865
roll = -2.838, pitch = 1.449, yaw = -2.872"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1770, y = -0.0002, z = 0.2881
roll = -2.826, pitch = 1.458, yaw = -2.794"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2230, y = 0.2965, z = 0.1701
roll = -3.026, pitch = 1.124, yaw = -2.998"
Ned2 n.1,1,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2196, y = 0.2975, z = 0.1623
roll = -3.015, pitch = 1.109, yaw = -2.993"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2181, y = 0.2976, z = 0.1577
roll = -3.042, pitch = 1.109, yaw = -3.046"
Ned2 n.1,1,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2495, y = 0.2695, z = 0.1606
roll = 1.615, pitch = 1.498, yaw = -3.096"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1817, y = 0.0013, z = 0.2847
roll = -2.884, pitch = 1.449, yaw = -2.827"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1770, y = -0.0004, z = 0.2881
roll = -2.844, pitch = 1.459, yaw = -2.808"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1795, y = -0.0002, z = 0.2848
roll = -2.903, pitch = 1.448, yaw = -2.875"
Ned2 n.1,1,Build_point_3,"[-0.0576, -0.3339, 0.1477, -3.112, 1.49, -3.083]","x = -0.0545, y = -0.3335, z = 0.1564
roll = -3.008, pitch = 1.488, yaw = -3.026"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1776, y = -0.0065, z = 0.2873
roll = -2.815, pitch = 1.456, yaw = -2.821"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1769, y = -0.0006, z = 0.2881
roll = -2.817, pitch = 1.456, yaw = -2.787"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2252, y = 0.2927, z = 0.1768
roll = -3.052, pitch = 1.138, yaw = -3.022"
Ned2 n.1,1,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2142, y = 0.2976, z = 0.1535
roll = -3.009, pitch = 1.086, yaw = -3.005"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2224, y = 0.2971, z = 0.1632
roll = -3.047, pitch = 1.133, yaw = -3.041"
Ned2 n.1,1,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2487, y = 0.2706, z = 0.1604
roll = 1.717, pitch = 1.488, yaw = -3.053"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1820, y = 0.0015, z = 0.2845
roll = -2.885, pitch = 1.449, yaw = -2.825"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1770, y = -0.0004, z = 0.2881
roll = -2.843, pitch = 1.459, yaw = -2.808"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1823, y = -0.0002, z = 0.2803
roll = -2.901, pitch = 1.444, yaw = -2.873"
Ned2 n.1,1,reload_point,"[0.0441, 0.2917, 0.2168, 3.135, 1.132, -3.078]","x = 0.0626, y = 0.2855, z = 0.2236
roll = 3.083, pitch = 1.140, yaw = 3.121"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2117, y = 0.3007, z = 0.1757
roll = -3.086, pitch = 1.153, yaw = -3.058"
Ned2 n.1,1,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2139, y = 0.2975, z = 0.1522
roll = -3.001, pitch = 1.092, yaw = -2.996"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2235, y = 0.2972, z = 0.1649
roll = -3.050, pitch = 1.141, yaw = -3.041"
Ned2 n.1,1,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2492, y = 0.2702, z = 0.1604
roll = 1.712, pitch = 1.490, yaw = -3.054"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1786, y = -0.0002, z = 0.2862
roll = -2.860, pitch = 1.454, yaw = -2.819"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1772, y = -0.0004, z = 0.2881
roll = -2.836, pitch = 1.462, yaw = -2.799"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1796, y = -0.0002, z = 0.2842
roll = -2.904, pitch = 1.447, yaw = -2.878"
Ned2 n.1,1,reload_point,"[0.0441, 0.2917, 0.2168, 3.135, 1.132, -3.078]","x = 0.0563, y = 0.2880, z = 0.2212
roll = 3.106, pitch = 1.138, yaw = -3.128"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2220, y = 0.2981, z = 0.1709
roll = -3.067, pitch = 1.146, yaw = -3.051"
Ned2 n.1,1,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2188, y = 0.2981, z = 0.1609
roll = -3.027, pitch = 1.122, yaw = -3.010"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2188, y = 0.2971, z = 0.1576
roll = -3.036, pitch = 1.114, yaw = -3.039"
Ned2 n.1,1,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2498, y = 0.2696, z = 0.1604
roll = 1.633, pitch = 1.500, yaw = -3.070"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1854, y = 0.0039, z = 0.2831
roll = -2.932, pitch = 1.438, yaw = -2.851"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1772, y = -0.0005, z = 0.2881
roll = -2.823, pitch = 1.461, yaw = -2.786"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1820, y = -0.0003, z = 0.2812
roll = -2.886, pitch = 1.445, yaw = -2.858"
Ned2 n.1,1,Build_point_4,"[-0.0378, -0.3307, 0.1594, 3.087, 1.488, 3.119]","x = -0.0327, y = -0.3294, z = 0.1724
roll = -2.998, pitch = 1.485, yaw = -3.068"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1786, y = -0.0104, z = 0.2866
roll = -2.830, pitch = 1.452, yaw = -2.855"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1770, y = -0.0005, z = 0.2881
roll = -2.824, pitch = 1.458, yaw = -2.795"
Ned2 n.1,1,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1766, y = -0.0004, z = 0.2880
roll = -2.870, pitch = 1.452, yaw = -2.840"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2254, y = 0.2918, z = 0.1778
roll = -3.051, pitch = 1.140, yaw = -3.018"
Ned2 n.1,1,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2213, y = 0.2970, z = 0.1649
roll = -3.031, pitch = 1.114, yaw = -3.008"
Ned2 n.1,1,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2207, y = 0.2972, z = 0.1609
roll = -3.040, pitch = 1.123, yaw = -3.035"
Ned2 n.1,1,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2484, y = 0.2712, z = 0.1610
roll = 1.747, pitch = 1.486, yaw = -3.064"
Ned2 n.1,0,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1852, y = 0.0039, z = 0.2831
roll = -2.934, pitch = 1.435, yaw = -2.856"
Ned2 n.1,0,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1773, y = -0.0005, z = 0.2881
roll = -2.812, pitch = 1.464, yaw = -2.777"
Ned2 n.1,0,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1769, y = -0.0005, z = 0.2881
roll = -2.839, pitch = 1.455, yaw = -2.804"
Ned2 n.1,0,reload_point,"[0.0441, 0.2917, 0.2168, 3.135, 1.132, -3.078]","x = 0.0489, y = 0.2913, z = 0.2180
roll = 3.098, pitch = 1.142, yaw = -3.128"
Ned2 n.1,0,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2086, y = 0.3003, z = 0.1771
roll = -3.070, pitch = 1.150, yaw = -3.039"
Ned2 n.1,0,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2149, y = 0.2979, z = 0.1542
roll = -3.018, pitch = 1.099, yaw = -3.010"
Ned2 n.1,0,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2212, y = 0.2972, z = 0.1620
roll = -3.030, pitch = 1.130, yaw = -3.024"
Ned2 n.1,0,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2495, y = 0.2703, z = 0.1604
roll = 1.691, pitch = 1.496, yaw = -3.068"
Ned2 n.1,0,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1850, y = 0.0039, z = 0.2833
roll = -2.934, pitch = 1.436, yaw = -2.853"
Ned2 n.1,0,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1768, y = -0.0004, z = 0.2881
roll = -2.860, pitch = 1.454, yaw = -2.820"
Ned2 n.1,0,observe_point,"[0.176, -0.0005, 0.288, -2.879, 1.439, -2.844]","x = 0.1769, y = -0.0004, z = 0.2881
roll = -2.853, pitch = 1.456, yaw = -2.816"
Ned2 n.1,0,reload_point,"[0.0441, 0.2917, 0.2168, 3.135, 1.132, -3.078]","x = 0.0661, y = 0.2841, z = 0.2246
roll = 3.076, pitch = 1.145, yaw = 3.112"
Ned2 n.1,0,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2211, y = 0.2987, z = 0.1719
roll = -3.080, pitch = 1.154, yaw = -3.065"
Ned2 n.1,0,pickpoint,"[0.2104, 0.297, 0.147, -2.988, 1.072, -3.002]","x = 0.2141, y = 0.2977, z = 0.1530
roll = -2.998, pitch = 1.095, yaw = -2.998"
Ned2 n.1,0,safe_pickpoint,"[0.2233, 0.2968, 0.1673, -3.02, 1.126, -3.0]","x = 0.2131, y = 0.2974, z = 0.1495
roll = -3.023, pitch = 1.090, yaw = -3.034"
Ned2 n.1,0,Conveyor starting point,"[0.2503, 0.2699, 0.1607, 1.495, 1.513, 3.088]","x = 0.2489, y = 0.2706, z = 0.1604
roll = 1.711, pitch = 1.492, yaw = -3.053"
Ned2 n.1,1,observe_point,"[0.2205, 0.1281, 0.2462, -2.946, 1.047, -2.619]","x = 0.2209, y = 0.1283, z = 0.2460
roll = -2.946, pitch = 1.056, yaw = -2.619"
Ned2 n.1,1,observe_point,"[0.2205, 0.1281, 0.2462, -2.946, 1.047, -2.619]","x = 0.2208, y = 0.1282, z = 0.2460
roll = -2.948, pitch = 1.054, yaw = -2.619"
Ned2 n.1,1,observe_point,"[0.2205, 0.1281, 0.2462, -2.946, 1.047, -2.619]","x = 0.2208, y = 0.1282, z = 0.2460
roll = -2.945, pitch = 1.054, yaw = -2.616"
Ned2 n.1,1,observe_point,"[0.2205, 0.1281, 0.2462, -2.946, 1.047, -2.619]","x = 0.2208, y = 0.1282, z = 0.2460
roll = -2.945, pitch = 1.054, yaw = -2.616"
Ned2 n.1,1,observe_point,"[0.2205, 0.1281, 0.2462, -2.946, 1.047, -2.619]","x = 0.2208, y = 0.1282, z = 0.2460
roll = -2.945, pitch = 1.054, yaw = -2.616"
Ned2 n.1,1,observe_point,"[0.2205, 0.1281, 0.2462, -2.946, 1.047, -2.619]","x = 0.2208, y = 0.1282, z = 0.2460
roll = -2.945, pitch = 1.054, yaw = -2.616"
Ned2 n.1,1,observe_point,"[0.2205, 0.1281, 0.2462, -2.946, 1.047, -2.619]","x = 0.2208, y = 0.1282, z = 0.2460
roll = -2.945, pitch = 1.054, yaw = -2.616"
Ned2 n.1,1,observe_point,"[0.2205, 0.1281, 0.2462, -2.946, 1.047, -2.619]","x = 0.2208, y = 0.1282, z = 0.2460
roll = -2.945, pitch = 1.054, yaw = -2.616"
Ned2 n.1,1,observe_point,"x = 0.2003, y = 0.1213, z = 0.3384
roll = -3.089, pitch = 1.279, yaw = -2.766","x = 0.2002, y = 0.1214, z = 0.3384
roll = -3.094, pitch = 1.279, yaw = -2.771"
Ned2 n.1,1,observe_point,"x = 0.2003, y = 0.1213, z = 0.3384
roll = -3.089, pitch = 1.279, yaw = -2.766","x = 0.2003, y = 0.1213, z = 0.3384
roll = -3.089, pitch = 1.279, yaw = -2.766"
Ned2 n.1,1,observe_point,"x = 0.2003, y = 0.1213, z = 0.3384
roll = -3.089, pitch = 1.279, yaw = -2.766","x = 0.2003, y = 0.1214, z = 0.3384
roll = -3.092, pitch = 1.281, yaw = -2.767"
Ned2 n.1,1,reload_point,"[-0.0099, -0.2677, 0.2539, 2.699, 1.103, 2.806]","x = 0.0023, y = -0.2670, z = 0.2550
roll = 2.697, pitch = 1.099, yaw = 2.823"
Ned2 n.1,1,observe_point,"[0.2003, 0.1213, 0.3384, -3.089, 1.279, -2.766]","x = 0.2011, y = 0.1219, z = 0.3383
roll = -3.112, pitch = 1.299, yaw = -2.783"
Ned2 n.1,1,reload_point,"[-0.0099, -0.2677, 0.2539, 2.699, 1.103, 2.806]","x = -0.0071, y = -0.2668, z = 0.2542
roll = 2.675, pitch = 1.098, yaw = 2.782"
Ned2 n.1,1,observe_point,"[0.2003, 0.1213, 0.3384, -3.089, 1.279, -2.766]","x = 0.2012, y = 0.1219, z = 0.3383
roll = -3.105, pitch = 1.302, yaw = -2.780"
Ned2 n.1,1,observe_point,"[0.2003, 0.1213, 0.3384, -3.089, 1.279, -2.766]","x = 0.2007, y = 0.1216, z = 0.3384
roll = -3.101, pitch = 1.290, yaw = -2.772"
Ned2 n.1,1,observe_point,"x = 0.1373, y = 0.0946, z = 0.2001
roll = 2.926, pitch = 1.065, yaw = -2.732","x = 0.1373, y = 0.0946, z = 0.2001
roll = 2.926, pitch = 1.065, yaw = -2.732"
Ned2 n.1,1,observe_point,"x = 0.1373, y = 0.0946, z = 0.2001
roll = 2.926, pitch = 1.065, yaw = -2.732","x = 0.1373, y = 0.0946, z = 0.2001
roll = 2.926, pitch = 1.065, yaw = -2.732"
Ned2 n.1,1,reload_point,"[-0.0099, -0.2677, 0.2539, 2.699, 1.103, 2.806]","x = -0.0076, y = -0.2669, z = 0.2540
roll = 2.682, pitch = 1.096, yaw = 2.792"
Ned2 n.1,1,safe_pickpoint,"[0.15, -0.2436, 0.2796, 3.13, 1.4, 3.141]","x = 0.1518, y = -0.2426, z = 0.2796
roll = 3.131, pitch = 1.405, yaw = 3.134"
Ned2 n.1,1,pickpoint,"[0.1586, -0.2634, 0.1819, 2.559, 1.145, 2.688]","x = 0.1579, y = -0.2621, z = 0.1881
roll = 2.564, pitch = 1.145, yaw = 2.676"
Ned2 n.1,1,safe_pickpoint,"[0.15, -0.2436, 0.2796, 3.13, 1.4, 3.141]","x = 0.1503, y = -0.2449, z = 0.2775
roll = -3.123, pitch = 1.390, yaw = -3.104"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2333, y = -0.0758, z = 0.1674
roll = 2.318, pitch = 1.415, yaw = 2.450"
Ned2 n.1,1,observe_point,"[0.1373, 0.0946, 0.2001, 2.926, 1.065, -2.732]","x = 0.1383, y = 0.0947, z = 0.1998
roll = 2.916, pitch = 1.083, yaw = -2.744"
Ned2 n.1,1,reload_point,"[-0.0099, -0.2677, 0.2539, 2.699, 1.103, 2.806]","x = -0.0091, y = -0.2676, z = 0.2535
roll = 2.703, pitch = 1.103, yaw = 2.809"
Ned2 n.1,1,safe_pickpoint,"x = 0.2509, y = -0.1022, z = 0.2889
roll = 0.141, pitch = 1.438, yaw = 0.009","x = 0.2534, y = -0.1032, z = 0.2881
roll = 0.117, pitch = 1.428, yaw = -0.014"
Ned2 n.1,1,pickpoint,"x = 0.2759, y = -0.1136, z = 0.1701
roll = -1.094, pitch = 1.383, yaw = -1.063","x = 0.2754, y = -0.1135, z = 0.1715
roll = -1.143, pitch = 1.391, yaw = -1.112"
Ned2 n.1,1,safe_pickpoint,"x = 0.2509, y = -0.1022, z = 0.2889
roll = 0.141, pitch = 1.438, yaw = 0.009","x = 0.2533, y = -0.1037, z = 0.2840
roll = 0.039, pitch = 1.440, yaw = -0.090"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2335, y = -0.0629, z = 0.1640
roll = 2.333, pitch = 1.408, yaw = 2.484"
Ned2 n.1,1,observe_point,"[0.1373, 0.0946, 0.2001, 2.926, 1.065, -2.732]","x = 0.1396, y = 0.0940, z = 0.1995
roll = 2.914, pitch = 1.086, yaw = -2.752"
Ned2 n.1,1,reload_point,"x = 0.4355, y = -0.1240, z = 0.2217
roll = -0.099, pitch = 1.012, yaw = -0.076","x = 0.4343, y = -0.1221, z = 0.2217
roll = -0.083, pitch = 1.035, yaw = -0.062"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2506, y = -0.1008, z = 0.2887
roll = 0.252, pitch = 1.452, yaw = 0.119"
Ned2 n.1,1,pickpoint,"[0.2759, -0.1136, 0.1701, -1.094, 1.383, -1.063]","x = 0.2754, y = -0.1135, z = 0.1715
roll = -1.138, pitch = 1.392, yaw = -1.109"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2514, y = -0.1026, z = 0.2891
roll = 0.071, pitch = 1.429, yaw = -0.062"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2337, y = -0.0630, z = 0.1646
roll = 2.338, pitch = 1.410, yaw = 2.487"
Ned2 n.1,1,observe_point,"[0.1373, 0.0946, 0.2001, 2.926, 1.065, -2.732]","x = 0.1416, y = 0.0919, z = 0.1988
roll = 2.909, pitch = 1.083, yaw = -2.768"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2517, y = -0.0872, z = 0.2847
roll = 0.501, pitch = 1.485, yaw = 0.413"
Ned2 n.1,1,pickpoint,"[0.2759, -0.1136, 0.1701, -1.094, 1.383, -1.063]","x = 0.2746, y = -0.1133, z = 0.1726
roll = -1.194, pitch = 1.399, yaw = -1.168"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2520, y = -0.1031, z = 0.2854
roll = 0.076, pitch = 1.448, yaw = -0.054"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2331, y = -0.0627, z = 0.1640
roll = 2.341, pitch = 1.399, yaw = 2.488"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2528, y = -0.1010, z = 0.2798
roll = 0.159, pitch = 1.436, yaw = 0.043"
Ned2 n.1,1,pickpoint,"[0.2759, -0.1136, 0.1701, -1.094, 1.383, -1.063]","x = 0.2756, y = -0.1135, z = 0.1709
roll = -1.107, pitch = 1.387, yaw = -1.078"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2518, y = -0.1027, z = 0.2893
roll = 0.068, pitch = 1.420, yaw = -0.066"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2338, y = -0.0627, z = 0.1638
roll = 2.322, pitch = 1.417, yaw = 2.474"
Ned2 n.1,0,observe_point,"[0.1373, 0.0946, 0.2001, 2.926, 1.065, -2.732]","x = 0.1447, y = 0.0901, z = 0.1977
roll = 2.901, pitch = 1.096, yaw = -2.790"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2518, y = -0.0927, z = 0.2868
roll = 0.290, pitch = 1.467, yaw = 0.189"
Ned2 n.1,1,pickpoint,"[0.2759, -0.1136, 0.1701, -1.094, 1.383, -1.063]","x = 0.2752, y = -0.1134, z = 0.1707
roll = -1.146, pitch = 1.393, yaw = -1.117"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2514, y = -0.1027, z = 0.2884
roll = 0.064, pitch = 1.431, yaw = -0.068"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2343, y = -0.0631, z = 0.1655
roll = 2.321, pitch = 1.414, yaw = 2.469"
Ned2 n.1,1,observe_point,"[0.1373, 0.0946, 0.2001, 2.926, 1.065, -2.732]","x = 0.1431, y = 0.0909, z = 0.1982
roll = 2.899, pitch = 1.085, yaw = -2.788"
Ned2 n.1,1,reload_point,"[0.4355, -0.124, 0.2217, -0.099, 1.012, -0.076]","x = 0.4339, y = -0.1199, z = 0.2220
roll = -0.084, pitch = 1.039, yaw = -0.058"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2516, y = -0.1016, z = 0.2888
roll = 0.099, pitch = 1.429, yaw = -0.028"
Ned2 n.1,1,pickpoint,"[0.2759, -0.1136, 0.1701, -1.094, 1.383, -1.063]","x = 0.2751, y = -0.1134, z = 0.1727
roll = -1.138, pitch = 1.394, yaw = -1.113"
Ned2 n.1,1,safe_pickpoint,"[0.2509, -0.1022, 0.2889, 0.141, 1.438, 0.009]","x = 0.2534, y = -0.1039, z = 0.2837
roll = 0.017, pitch = 1.435, yaw = -0.114"
Ned2 n.1,1,Conveyor starting point,"[0.2338, -0.0625, 0.1628, 2.293, 1.417, 2.444]","x = 0.2329, y = -0.0623, z = 0.1628
roll = 2.336, pitch = 1.400, yaw = 2.489"
